WOWO_SYSTEM_EQUIPMENT,WOWO_EQUIPMENT_DESCRIPTION,WOWO_DECLARATION_DATE,WOWO_END_DATE,WOWO_CREATION_DATE,WOWO_JOB_TYPE,WOWO_EQUIPMENT_LEVEL,WOWO_EQUIPMENT,maintenance_parent_code,maintenance_parent_level,WOWO_JOB_CLASS,WOWO_TOTAL_COST,source,label_quality,WOWO_ACTION_ENTITY
B7272T0015,FARDELEUSE TSM 4 SDI CERMEX-OC,2023-01-08,2023-04-08,2023-01-08,PREV,2,B7272T0015-FOURFA,B7272T0015,1.0,PREVEN,152.66666666666666,2023_PREVENTIF,HIGH,LLK
B7272T0015,FARDELEUSE TSM 4 SDI CERMEX-OC,2023-01-08,2023-04-08,2023-01-08,PREV,2,B7272T0015-ENTRAI,B7272T0015,1.0,PREVEN,152.66666666666666,2023_PREVENTIF,HIGH,LLK
B7272T0015,FARDELEUSE TSM 4 SDI CERMEX-OC,2023-01-08,2023-04-08,2023-01-08,PREV,2,B7272T0015-ENTPRO,B7272T0015,1.0,PREVEN,152.66666666666666,2023_PREVENTIF,HIGH,LLK
B7272T0015,FARDELEUSE TSM 4 SDI CERMEX-OC,2023-01-08,2023-04-08,2023-01-08,PREV,1,B7272T0015,,,PREVEN,152.66666666666666,2023_PREVENTIF,HIGH,LLK
B7274T0001,POSEUSE DE POIGNEE M.E.T.E TWIN PACKS,2023-01-08,2023-04-08,2023-01-08,PREV,1,B7274T0001,,,PREVEN,36073.32227455395,2023_PREVENTIF,HIGH,LLK
B7284T0026,PALETTISEUR P432-SCARA (P432-20) CERMEX,2023-01-08,2023-04-08,2023-01-08,PREV,2,B7284T0026-PINTER,B7284T0026,1.0,PREVEN,0.0,2023_PREVENTIF,HIGH,LLK
B7284T0026,PALETTISEUR P432-SCARA (P432-20) CERMEX,2023-01-08,2023-04-08,2023-01-08,PREV,2,B7284T0026-PALPRO,B7284T0026,1.0,PREVEN,0.0,2023_PREVENTIF,HIGH,LLK
B7284T0026,PALETTISEUR P432-SCARA (P432-20) CERMEX,2023-01-08,2023-04-08,2023-01-08,PREV,2,B7284T0026-MAGPAL,B7284T0026,1.0,PREVEN,0.0,2023_PREVENTIF,HIGH,LLK
B7284T0026,PALETTISEUR P432-SCARA (P432-20) CERMEX,2023-01-08,2023-04-08,2023-01-08,PREV,2,B7284T0026-GRPROD,B7284T0026,1.0,PREVEN,116.66666666666667,2023_PREVENTIF,HIGH,LLK
B7284T0026,PALETTISEUR P432-SCARA (P432-20) CERMEX,2023-01-08,2023-04-08,2023-01-08,PREV,2,B7284T0026-ENTPRO,B7284T0026,1.0,PREVEN,0.0,2023_PREVENTIF,HIGH,LLK
B7284T0026,PALETTISEUR P432-SCARA (P432-20) CERMEX,2023-01-08,2023-04-08,2023-01-08,PREV,1,B7284T0026,,,PREVEN,0.0,2023_PREVENTIF,HIGH,LLK
B7284T0027,PALETTISEUR P432-SCARA (P432-20) CERMEX,2023-01-08,2023-04-08,2023-01-08,CORR,2,B7284T0027-ARMELE,B7284T0027,1.0,PREVEN,381.6666666666667,2023_CORRECTIF,HIGH,LLK
B7284T0027,PALETTISEUR P432-SCARA (P432-20) CERMEX,2023-01-08,2024-01-08,2023-01-09,PREV,2,B7284T0027-ENTPRO,B7284T0027,1.0,PREVEN,0.0,2023_PREVENTIF,HIGH,LLK
B7286T0019,BANDEROLEUSE AVEC COURONNE TOURNANTE GENESIS FUTURA L1,2023-01-08,2023-04-08,2023-01-08,PREV,1,B7286T0019,,,PREVEN,46.723333333333336,2023_PREVENTIF,HIGH,LLK
B7286T0019,BANDEROLEUSE AVEC COURONNE TOURNANTE GENESIS FUTURA L1,2023-01-08,2023-04-08,2023-01-08,PREV,2,B7290T0003-EQSOMA,B7286T0019,1.0,PREVEN,720.0,2023_PREVENTIF,HIGH,LLK
B7759T0019,CONVOYEUR MECANIQUE  GEBO,2023-01-08,2023-04-08,2023-01-08,PREV,1,B7759T0019,,,PREVEN,0.0,2023_PREVENTIF,HIGH,LLK
B7759T0023,CONVOYEURS BOCALES,2023-01-08,2023-06-01,2023-01-09,CORR,1,B7759T0023,,,PREVEN,186944.42924403516,2023_CORRECTIF,HIGH,ELKS_UAP2
DATA-CENTER-FRD,EQUIPEMENTS FROID ET CLIMATISATION DATA-CENTER,2023-01-08,2023-01-09,2023-01-08,CORR,1,DATA-CENTER-FRD,,,MECA,3109.2319999999995,2023_CORRECTIF,HIGH,BEC
B6001T0015,PRESSE D'INJECTION PREFORMES 01 HYPET 400,2023-01-09,,2023-01-09,PREV,3,B6001T0015-ARMELE-AU,B6001T0015-ARMELE,2.0,PREVEN,0.0,2023_PREVENTIF,HIGH,UPL_S
B7203T0001,DEPALETTISEUR,2023-01-09,2023-06-01,2023-01-09,CORR,3,B7203T0001-S037,B7203T0001-S005,2.0,PREVEN,714.7454393516666,2023_CORRECTIF,HIGH,ELKS_UAP2
B7214T0008,SOUFFLEUSE SBO 20 SIDEL,2023-01-09,2023-04-08,2023-01-09,CORR,4,B7214T0008-RS-PS-20,B7214T0008-RS-PS,3.0,PREVEN,0.0,2023_CORRECTIF,HIGH,LLK
B7214T0008,SOUFFLEUSE SBO 20 SIDEL,2023-01-09,2023-04-08,2023-01-09,PREV,1,B7214T0008,,,PREVEN,0.0,2023_PREVENTIF,HIGH,LLK
B7214T0008,SOUFFLEUSE SBO 20 SIDEL,2023-01-09,2023-04-08,2023-01-09,PREV,2,B7214T0008-ALPREF,B7214T0008,1.0,PREVEN,1176.6666666666667,2023_PREVENTIF,HIGH,LLK
B7214T0008,SOUFFLEUSE SBO 20 SIDEL,2023-01-09,2023-04-08,2023-01-09,PREV,2,B7214T0008-TRANSF,B7214T0008,1.0,PREVEN,0.0,2023_PREVENTIF,HIGH,LLK
B7214T0008,SOUFFLEUSE SBO 20 SIDEL,2023-01-09,2023-04-08,2023-01-09,PREV,2,B7214T0008-RS,B7214T0008,1.0,PREVEN,0.0,2023_PREVENTIF,HIGH,LLK
B7214T0008,SOUFFLEUSE SBO 20 SIDEL,2023-01-09,2023-04-08,2023-01-09,PREV,2,B7214T0008-FOURIR,B7214T0008,1.0,PREVEN,1120.0,2023_PREVENTIF,HIGH,LLK
B7216T0012,REMPLISSEUSE Combi SF SELECT GL 90/15C SIDEL FILLING/BOUCHEUSE TOURELLE  T15 / 540 ZALKIN,2023-01-09,2023-04-08,2023-01-09,PREV,1,B7216T0012,,,PREVEN,0.0,2023_PREVENTIF,HIGH,LLK
B7216T8002,REMPLISSEUSE SF SELECT 140/15C,2023-01-09,2023-06-01,2023-01-09,CORR,1,B7216T8002,,,PREVEN,160.95365296666668,2023_CORRECTIF,HIGH,ELKS_UAP1
B7216T8002,REMPLISSEUSE SF SELECT 140/15C,2023-01-09,2023-06-01,2023-01-09,CORR,1,B7216T8002,,,PREVEN,482.8609589,2023_CORRECTIF,HIGH,ELKS_UAP1
B7220T8001,MONOBLOC,2023-01-09,2023-06-01,2023-01-09,CORR,1,B7220T8001,,,PREVEN,167.271938,2023_CORRECTIF,HIGH,ELKS_UAP1
B7252T0022,ETIQUETEUSE OPERA 300 SACMI,2023-01-09,2023-04-08,2023-01-09,PREV,2,B7252T0022-TRANSM,B7252T0022,1.0,PREVEN,192.0,2023_PREVENTIF,HIGH,LLK
B7252T0022,ETIQUETEUSE OPERA 300 SACMI,2023-01-09,2023-04-08,2023-01-09,PREV,2,B7252T0022-STSUPE,B7252T0022,1.0,PREVEN,384.0,2023_PREVENTIF,HIGH,LLK
B7252T0022,ETIQUETEUSE OPERA 300 SACMI,2023-01-09,2023-04-08,2023-01-09,PREV,2,B7252T0022-STINFE,B7252T0022,1.0,PREVEN,353.0,2023_PREVENTIF,HIGH,LLK
B7252T0022,ETIQUETEUSE OPERA 300 SACMI,2023-01-09,2023-04-08,2023-01-09,PREV,2,B7252T0022-GRETIQ,B7252T0022,1.0,PREVEN,408.0,2023_PREVENTIF,HIGH,LLK
B7252T0022,ETIQUETEUSE OPERA 300 SACMI,2023-01-09,2023-04-08,2023-01-09,PREV,1,B7252T0022,,,PREVEN,288.0,2023_PREVENTIF,HIGH,LLK
B7252T0032,ETIQUETEUSE,2023-01-09,2023-06-01,2023-01-09,CORR,1,B7252T0032,,,PREVEN,66562.09273493895,2023_CORRECTIF,HIGH,ELKS_UAP2
B7258T0002,CONTRÔLE BOUCHON / NIVEAU HEUFT Basic V3.4,2023-01-09,2023-04-08,2023-01-09,PREV,1,B7258T0002,,,PREVEN,0.0,2023_PREVENTIF,HIGH,LLK
B7270T0200,SLEEVEUSE,2023-01-09,2023-06-01,2023-01-09,CORR,1,B7270T0200,,,PREVEN,89.29054403999999,2023_CORRECTIF,HIGH,ELKS_UAP2
B7270T0200,SLEEVEUSE,2023-01-09,2023-06-01,2023-01-09,CORR,1,B7270T0200,,,PREVEN,74.4087867,2023_CORRECTIF,HIGH,ELKS_UAP2
B7270T0200,SLEEVEUSE,2023-01-09,2023-06-01,2023-01-09,CORR,2,B7270T0200-S003,B7270T0200,1.0,PREVEN,11821.716126377052,2023_CORRECTIF,HIGH,ELKS_UAP2
B7270T0200,SLEEVEUSE,2023-01-09,2023-06-01,2023-01-10,CORR,1,B7270T0200,,,PREVEN,309.41356563333335,2023_CORRECTIF,HIGH,ELKS_UAP2
B7272T0016,FARDELEUSE TSM 4 SDI CERMEX-OC,2023-01-09,2023-04-08,2023-01-09,PREV,1,B7272T0016,,,PREVEN,190.83333333333334,2023_PREVENTIF,HIGH,LLK
B7272T0016,FARDELEUSE TSM 4 SDI CERMEX-OC,2023-01-09,2023-04-08,2023-01-09,PREV,2,B7272T0016-ENTPRO,B7272T0016,1.0,PREVEN,190.83333333333334,2023_PREVENTIF,HIGH,LLK
B7272T0016,FARDELEUSE TSM 4 SDI CERMEX-OC,2023-01-09,2023-04-08,2023-01-09,PREV,2,B7272T0016-TRFILM,B7272T0016,1.0,PREVEN,152.66666666666666,2023_PREVENTIF,HIGH,LLK
B7272T0016,FARDELEUSE TSM 4 SDI CERMEX-OC,2023-01-09,2023-04-08,2023-01-09,PREV,2,B7272T0016-FOURFA,B7272T0016,1.0,PREVEN,114.5,2023_PREVENTIF,HIGH,LLK
B7272T0016,FARDELEUSE TSM 4 SDI CERMEX-OC,2023-01-09,2023-04-08,2023-01-09,PREV,2,B7272T0016-ENTRAI,B7272T0016,1.0,PREVEN,190.83333333333334,2023_PREVENTIF,HIGH,LLK
B7274T0001,POSEUSE DE POIGNEE M.E.T.E TWIN PACKS,2023-01-09,2023-04-08,2023-01-09,CORR,2,B7274T0001-CIRPNE,B7274T0001,1.0,PREVEN,38.166666666666664,2023_CORRECTIF,HIGH,LLK
B7274T0002,POSEUSE DE POIGNEE M.E.T.E TWIN PACKS,2023-01-09,2023-04-08,2023-01-09,PREV,1,B7274T0002,,,PREVEN,408.0,2023_PREVENTIF,HIGH,LLK
B7284T0027,PALETTISEUR P432-SCARA (P432-20) CERMEX,2023-01-09,2023-04-08,2023-01-09,PREV,1,B7284T0027,,,PREVEN,0.0,2023_PREVENTIF,HIGH,LLK
B7284T0027,PALETTISEUR P432-SCARA (P432-20) CERMEX,2023-01-09,2023-04-08,2023-01-09,PREV,2,B7284T0027-PALPRO,B7284T0027,1.0,PREVEN,0.0,2023_PREVENTIF,HIGH,LLK
B7284T0027,PALETTISEUR P432-SCARA (P432-20) CERMEX,2023-01-09,2023-04-08,2023-01-09,PREV,2,B7284T0027-MAGPAL,B7284T0027,1.0,PREVEN,0.0,2023_PREVENTIF,HIGH,LLK
B7286T0022,BANDEROLEUSE AVEC COURONNE TOURNANTE GENESIS FUTURA L2,2023-01-09,2023-04-08,2023-01-09,PREV,1,B7286T0022,,,PREVEN,1412.0,2023_PREVENTIF,HIGH,LLK
B7286T0023,BANDEROLEUSE SEMI AUTOMATIQUE,2023-01-09,2023-06-01,2023-01-09,CORR,1,B7286T0023,,,PREVEN,303.70166666666665,2023_CORRECTIF,HIGH,ELKS_UAP1
B7759T0020,CONVOYEUR MECANIQUE  GEBO,2023-01-09,2023-04-08,2023-01-09,PREV,1,B7759T0020,,,PREVEN,1106.8333333333333,2023_PREVENTIF,HIGH,LLK
B8627T0135-SAUCE,CHAMBRE FROIDE POSITIVE 2 °C PROCES SAUCES(SDA),2023-01-09,2023-06-01,2023-01-09,PREV,1,B8627T0135-SAUCE,,,PREVEN,177720.96346666667,2023_PREVENTIF,HIGH,ELKS_UAP2
B8638T0028,GROUPE FROID 2A014,2023-01-09,2023-01-10,2023-01-09,CORR,1,B8638T0028,,,FC,59889.12526942532,2023_CORRECTIF,HIGH,BBS
LLK-AC-1850C,Compresseur 40 bars TEMPO 1850 C,2023-01-09,2023-04-08,2023-01-11,CORR,2,LLK-AC-1850C-ARMELE,LLK-AC-1850C,1.0,PREVEN,812.0,2023_CORRECTIF,HIGH,LLK
B3529R0523-S001,ECHANGEUR TERLET 1 (SDA),2023-01-10,2023-06-01,2023-01-10,PREV,1,B3529R0523-S001,,,PREVEN,117.62587741666667,2023_PREVENTIF,HIGH,ELKS_UAP2
B3529R0523-S002,ECHANGEUR TERLET 2(SDA),2023-01-10,2023-06-01,2023-01-10,PREV,1,B3529R0523-S002,,,PREVEN,117.62587741666667,2023_PREVENTIF,HIGH,ELKS_UAP2
B3623R6001-J01,GROUPE MOTOPOMPE IMMERGE,2023-01-10,2023-06-01,2023-01-10,PREV,1,B3623R6001-J01,,,PREVEN,148.8175734,2023_PREVENTIF,HIGH,ELKS_UAP1
B3970T0303,ARMOIRES ELECTRIQUES CONVOYEURS BOUTEILLE,2023-01-10,2023-06-01,2023-01-10,PREV,1,B3970T0303,,,PREVEN,352.87763225,2023_PREVENTIF,HIGH,ELKS_UAP2
B3970T0304,ARMOIRES ELECTRIQUES CONVOYEURS FARDEAUX,2023-01-10,2023-06-01,2023-01-10,PREV,1,B3970T0304,,,PREVEN,176.438816125,2023_PREVENTIF,HIGH,ELKS_UAP2
B4600T0004-J01,VANNERIES,2023-01-10,2023-06-01,2023-01-10,PREV,1,B4600T0004-J01,,,PREVEN,148.8175734,2023_PREVENTIF,HIGH,ELKS_UAP1
B4600T0006-J01,ACCESSOIRES,2023-01-10,2023-06-01,2023-01-10,PREV,1,B4600T0006-J01,,,PREVEN,148.8175734,2023_PREVENTIF,HIGH,ELKS_UAP1
B6220T0001,VMC  A(SDA),2023-01-10,2023-06-01,2023-01-10,PREV,1,B6220T0001,,,PREVEN,176.438816125,2023_PREVENTIF,HIGH,ELKS_UAP2
B6220T0002,VMC  B(SDA),2023-01-10,2023-06-01,2023-01-10,PREV,1,B6220T0002,,,PREVEN,235.25175483333334,2023_PREVENTIF,HIGH,ELKS_UAP2
B6225T0001-S001,CUVERIE EXTERIEUR,2023-01-10,2023-06-01,2023-01-12,CORR,2,B6225T0001-S099,B6225T0001-S001,1.0,PREVEN,202376.83802146473,2023_CORRECTIF,HIGH,ELKS_UAP2
B6225T0001-S001,CUVERIE EXTERIEUR,2023-01-10,2023-06-01,2023-01-10,PREV,1,B6225T0001-S001,,,PREVEN,117.62587741666667,2023_PREVENTIF,HIGH,ELKS_UAP2
B6225T0001-S002,CUVES MATURATION,2023-01-10,2023-06-01,2023-01-10,PREV,1,B6225T0001-S002,,,PREVEN,117.62587741666667,2023_PREVENTIF,HIGH,ELKS_UAP2
B6225T0001-S003,CUVES TAMPON,2023-01-10,2023-06-01,2023-01-10,PREV,1,B6225T0001-S003,,,PREVEN,176.438816125,2023_PREVENTIF,HIGH,ELKS_UAP2
B6225T0001-S011,GROUPE MOTOPOMPE VINAIGRE,2023-01-10,2023-06-01,2023-01-10,PREV,1,B6225T0001-S011,,,PREVEN,176.438816125,2023_PREVENTIF,HIGH,ELKS_UAP2
B6225T0001-S012,CUVE  ET INSTRUMENTATION,2023-01-10,2023-06-01,2023-01-10,PREV,1,B6225T0001-S012,,,PREVEN,176.438816125,2023_PREVENTIF,HIGH,ELKS_UAP2
B6225T0001-S020,CUVE NEP 5X4000L(SDA),2023-01-10,2023-06-01,2023-01-10,PREV,1,B6225T0001-S020,,,PREVEN,176.438816125,2023_PREVENTIF,HIGH,ELKS_UAP2
B6225T0001-S021,GROUPE POMPE CIP,2023-01-10,2023-06-01,2023-01-10,PREV,1,B6225T0001-S021,,,PREVEN,117.62587741666667,2023_PREVENTIF,HIGH,ELKS_UAP2
B6225T0001-S022,POSTE DE COMMANDE Eau/Désinfectant,2023-01-10,2023-06-01,2023-01-10,PREV,1,B6225T0001-S022,,,PREVEN,0.0,2023_PREVENTIF,HIGH,ELKS_UAP2
B6225T0001-S023,GROUPE PRECHAUFFEUR,2023-01-10,2023-06-01,2023-01-10,PREV,1,B6225T0001-S023,,,PREVEN,117.62587741666667,2023_PREVENTIF,HIGH,ELKS_UAP2
B6225T0001-S024,GROUPE POMPE DOSAGE,2023-01-10,2023-06-01,2023-01-10,PREV,1,B6225T0001-S024,,,PREVEN,117.62587741666667,2023_PREVENTIF,HIGH,ELKS_UAP2
B6225T0001-S025,GROUPE COFFRET,2023-01-10,2023-06-01,2023-01-10,PREV,1,B6225T0001-S025,,,PREVEN,235.25175483333334,2023_PREVENTIF,HIGH,ELKS_UAP2
B6225T0001-S030,GROUPE ARMOIRES,2023-01-10,2023-06-01,2023-01-10,PREV,1,B6225T0001-S030,,,PREVEN,498.65960885,2023_PREVENTIF,HIGH,ELKS_UAP2
B6225T0001-S031,CLIMATISATION ARMOIRES,2023-01-10,2023-06-01,2023-01-10,PREV,1,B6225T0001-S031,,,PREVEN,57.155,2023_PREVENTIF,HIGH,ELKS_UAP2
B6225T0003-S001,UNITE DE DESAERATION MOUTARDE,2023-01-10,2023-06-01,2023-01-10,PREV,1,B6225T0003-S001,,,PREVEN,154.70678281666667,2023_PREVENTIF,HIGH,ELKS_UAP2
B6225T0003-S002,SKID DE REFROIDISSEMENT MOUTARDE,2023-01-10,2023-06-01,2023-01-10,PREV,1,B6225T0003-S002,,,PREVEN,154.70678281666667,2023_PREVENTIF,HIGH,ELKS_UAP2
B6225T0003-S003,BROYAGE MOUTARDE,2023-01-10,2023-06-01,2023-01-10,PREV,1,B6225T0003-S003,,,PREVEN,77.35339140833334,2023_PREVENTIF,HIGH,ELKS_UAP2
B6225T0003-S004,PREPARATION MOUTARDE,2023-01-10,2023-06-01,2023-01-10,PREV,1,B6225T0003-S004,,,PREVEN,77.35339140833334,2023_PREVENTIF,HIGH,ELKS_UAP2
B6225T0003-S005,STOCKAGE PRIMAIRE MOUTARDE,2023-01-10,2023-06-01,2023-01-10,PREV,1,B6225T0003-S005,,,PREVEN,232.060174225,2023_PREVENTIF,HIGH,ELKS_UAP2
B6225T0003-S006,TAMISEUR(SDA),2023-01-10,2023-06-01,2023-01-10,CORR,2,B6225T0003-S065,B6225T0003-S006,1.0,PREVEN,223755.93194308053,2023_CORRECTIF,HIGH,ELKS_UAP2
B6225T0003-S006,TAMISEUR(SDA),2023-01-10,2023-06-01,2023-01-10,PREV,1,B6225T0003-S006,,,PREVEN,1190.5405872,2023_PREVENTIF,HIGH,ELKS_UAP2
B6225T0003-S007,GROUPE ACCESSOIRES,2023-01-10,2023-06-01,2023-01-10,PREV,1,B6225T0003-S007,,,PREVEN,47.983333333333334,2023_PREVENTIF,HIGH,ELKS_UAP2
B6225T0005,APLATISSEUR POTENTIEL POUR GRAINES DE MOUTARDE,2023-01-10,2023-06-01,2023-01-10,PREV,1,B6225T0005,,,PREVEN,139.236104535,2023_PREVENTIF,HIGH,ELKS_UAP2
B6240T0003,CHAUFFAGE BOUTEILLES PROMEC AVANT SOUTIREUSE,2023-01-10,2023-06-01,2023-01-10,PREV,1,B6240T0003,,,PREVEN,154.70678281666667,2023_PREVENTIF,HIGH,ELKS_UAP2
B6315T0002,HOMOGENEISATEUR 1,2023-01-10,2023-06-01,2023-01-10,PREV,1,B6315T0002,,,PREVEN,386.76695704166667,2023_PREVENTIF,HIGH,ELKS_UAP2
B6315T0003,HOMOGENEISATEUR 2,2023-01-10,2023-06-01,2023-01-10,PREV,1,B6315T0003,,,PREVEN,309.41356563333335,2023_PREVENTIF,HIGH,ELKS_UAP2
B6574T0001,SECHEUR LINADRY,2023-01-10,2023-06-01,2023-01-10,PREV,1,B6574T0001,,,PREVEN,154.70678281666667,2023_PREVENTIF,HIGH,ELKS_UAP2
B7203R0001,CONVOYEURS PALETTES 'DEBALLAGE',2023-01-10,2023-06-01,2023-01-10,PREV,1,B7203R0001,,,PREVEN,309.41356563333335,2023_PREVENTIF,HIGH,ELKS_UAP2
B7203T0001,DEPALETTISEUR,2023-01-10,2023-06-01,2023-01-10,PREV,1,B7203T0001,,,PREVEN,464.12034845,2023_PREVENTIF,HIGH,ELKS_UAP2
B7204T0002,REDRESSEUR DE BOUTEILLES LANFRANCHI,2023-01-10,2023-06-01,2023-01-10,PREV,1,B7204T0002,,,PREVEN,166.21986961666667,2023_PREVENTIF,HIGH,ELKS_UAP2
B7214T0013,SOUFFLEUSE,2023-01-10,2023-06-01,2023-01-10,PREV,1,B7214T0013,,,PREVEN,696.180522675,2023_PREVENTIF,HIGH,ELKS_UAP2
B7214T8001,SOUFFLEUSE SBO 20 5767,2023-01-10,2023-06-01,2023-01-10,PREV,1,B7214T8001,,,PREVEN,8676.084599433332,2023_PREVENTIF,HIGH,ELKS_UAP1
B7214T8001,SOUFFLEUSE SBO 20 5767,2023-01-10,2023-06-01,2023-01-10,PREV,2,B7214T8001-J04,B7214T8001,1.0,PREVEN,5588.33486628865,2023_PREVENTIF,HIGH,ELKS_UAP1
B7217T0001,SOUTIREUSE,2023-01-10,2023-06-01,2023-01-10,PREV,1,B7217T0001,,,PREVEN,464.12034845,2023_PREVENTIF,HIGH,ELKS_UAP2
B7217T0002,SOUTIREUSE,2023-01-10,2023-06-01,2023-01-10,PREV,1,B7217T0002,,,PREVEN,498.65960885,2023_PREVENTIF,HIGH,ELKS_UAP2
B7218T0001,RINCEUSE,2023-01-10,2023-06-01,2023-01-10,PREV,1,B7218T0001,,,PREVEN,249.329804425,2023_PREVENTIF,HIGH,ELKS_UAP2
B7223T0001,BOUCHEUSE UNIMAC-GHERRI(SDA),2023-01-10,2023-06-01,2023-01-10,PREV,1,B7223T0001,,,PREVEN,386.76695704166667,2023_PREVENTIF,HIGH,ELKS_UAP2
B7230T0002,SOUDEUSE,2023-01-10,2023-06-01,2023-01-10,PREV,1,B7230T0002,,,PREVEN,166.21986961666667,2023_PREVENTIF,HIGH,ELKS_UAP2
B7252T0032,ETIQUETEUSE,2023-01-10,2023-06-01,2023-01-10,PREV,1,B7252T0032,,,PREVEN,498.65960885,2023_PREVENTIF,HIGH,ELKS_UAP2
B7252T0033,ETIQUETEUSE FARDEAUX LOGOPACK,2023-01-10,2023-06-01,2023-01-10,PREV,1,B7252T0033,,,PREVEN,83.10993480833334,2023_PREVENTIF,HIGH,ELKS_UAP2
B7252T0034,ETIQUETEUSE,2023-01-10,2023-06-01,2023-01-10,PREV,1,B7252T0034,,,PREVEN,386.76695704166667,2023_PREVENTIF,HIGH,ELKS_UAP2
B7252T0035,ETIQUETEUSE FARDEAUX LOGOPACK,2023-01-10,2023-06-01,2023-01-10,PREV,1,B7252T0035,,,PREVEN,249.329804425,2023_PREVENTIF,HIGH,ELKS_UAP2
B7254T0173,DATEUR INDUSTRIEL A JET D ENCRE AX350I,2023-01-10,2023-06-01,2023-01-10,PREV,1,B7254T0173,,,PREVEN,249.329804425,2023_PREVENTIF,HIGH,ELKS_UAP2
B7254T0174,DATEUR INDUSTRIEL A JET D ENCRE AX350I,2023-01-10,2023-06-01,2023-01-10,PREV,1,B7254T0174,,,PREVEN,249.329804425,2023_PREVENTIF,HIGH,ELKS_UAP2
B7258T0001,CONTRÔLE BOUCHON / NIVEAU HEUFT Basic V3.4,2023-01-10,2023-04-08,2023-01-10,PREV,1,B7258T0001,,,PREVEN,171.75,2023_PREVENTIF,HIGH,LLK
B7258T0007,CHECKMAT SORTIE ETIQUETEUSE,2023-01-10,2023-06-01,2023-01-10,PREV,1,B7258T0007,,,PREVEN,166.21986961666667,2023_PREVENTIF,HIGH,ELKS_UAP2
B7258T0008,CHECKMAT SORTIE SOUTIREUSE,2023-01-10,2023-06-01,2023-01-10,PREV,1,B7258T0008,,,PREVEN,249.329804425,2023_PREVENTIF,HIGH,ELKS_UAP2
B7258T0009,INSPECTRICE DE BOCAL EBI(SDA),2023-01-10,2023-06-01,2023-01-10,PREV,1,B7258T0009,,,PREVEN,498.65960885,2023_PREVENTIF,HIGH,ELKS_UAP2
B7258T0010,INSPECTRICE METTLER-TOLEDO'RAYON X'(SDA),2023-01-10,2023-06-01,2023-01-10,PREV,1,B7258T0010,,,PREVEN,332.43973923333334,2023_PREVENTIF,HIGH,ELKS_UAP2
B7258T0012,CHECKMAT SORTIE ETIQUETEUSE,2023-01-10,2023-06-01,2023-01-10,PREV,1,B7258T0012,,,PREVEN,249.329804425,2023_PREVENTIF,HIGH,ELKS_UAP2
B7258T0013,INSPECTRICE METTLER-TOLEDO'RAYON X'(SDA),2023-01-10,2023-06-01,2023-01-10,PREV,1,B7258T0013,,,PREVEN,249.329804425,2023_PREVENTIF,HIGH,ELKS_UAP2
B7258T0014,CHECKMAT'SORTIE SOUTIREUSE',2023-01-10,2023-06-01,2023-01-10,PREV,1,B7258T0014,,,PREVEN,249.329804425,2023_PREVENTIF,HIGH,ELKS_UAP2
B7260T0001,PASTEURISATEUR,2023-01-10,2023-06-01,2023-01-10,PREV,1,B7260T0001,,,PREVEN,747.989413275,2023_PREVENTIF,HIGH,ELKS_UAP2
B7260T8001,PASTEURISATEUR REFROIDI À TUNNEL(SDA),2023-01-10,2023-06-01,2023-01-10,PREV,1,B7260T8001,,,PREVEN,263050.19379072514,2023_PREVENTIF,HIGH,ELKS_UAP1
B7264T0001,ALIMENTATEUR BOUCHON E18.3147,2023-01-10,2023-06-01,2023-01-10,PREV,1,B7264T0001,,,PREVEN,166.21986961666667,2023_PREVENTIF,HIGH,ELKS_UAP2
B7264T0002,ALIMENTATEUR BOUCHON E18.3148,2023-01-10,2023-06-01,2023-01-10,PREV,1,B7264T0002,,,PREVEN,0.0,2023_PREVENTIF,HIGH,ELKS_UAP2
B7264T0003,ALIMENTATEUR BOUCHON,2023-01-10,2023-06-01,2023-01-10,PREV,1,B7264T0003,,,PREVEN,166.21986961666667,2023_PREVENTIF,HIGH,ELKS_UAP2
B7270T0200,SLEEVEUSE,2023-01-10,2023-06-01,2023-01-10,CORR,1,B7270T0200,,,PREVEN,322.4380757,2023_CORRECTIF,HIGH,ELKS_UAP2
B7270T0200,SLEEVEUSE,2023-01-10,2023-06-01,2023-01-10,CORR,1,B7270T0200,,,PREVEN,1279.636286003351,2023_CORRECTIF,HIGH,ELKS_UAP2
B7270T0200,SLEEVEUSE,2023-01-10,2023-06-01,2023-01-10,PREV,1,B7270T0200,,,PREVEN,83.10993480833334,2023_PREVENTIF,HIGH,ELKS_UAP2
B7272T0015,FARDELEUSE TSM 4 SDI CERMEX-OC,2023-01-10,2023-04-08,2023-01-10,CORR,3,B7272T0015-ENTRAI-NA,B7272T0015-ENTRAI,2.0,PREVEN,133.58333333333334,2023_CORRECTIF,HIGH,LLK
B7272T0015,FARDELEUSE TSM 4 SDI CERMEX-OC,2023-01-10,2023-04-08,2023-01-10,PREV,2,B7272T0015-TRFILM,B7272T0015,1.0,PREVEN,147.08333333333334,2023_PREVENTIF,HIGH,LLK
B7272T0027,FARDELEUSE VARIOPAC PRO,2023-01-10,2023-06-01,2023-01-10,CORR,1,B7272T0027,,,PREVEN,928.2406969,2023_CORRECTIF,HIGH,ELKS_UAP2
