WOWO_SYSTEM_EQUIPMENT,WOWO_EQUIPMENT_DESCRIPTION,WOWO_DECLARATION_DATE,WOWO_END_DATE,WOWO_CREATION_DATE,WOWO_JOB_TYPE,WOWO_EQUIPMENT_LEVEL,WOWO_EQUIPMENT,maintenance_parent_code,maintenance_parent_level,WOWO_JOB_CLASS,WOWO_TOTAL_COST,source,label_quality,WOWO_ACTION_ENTITY
B6335T0006,FONDOIR M160E,2024-02-09,,2024-02-09,CORR,,,,,,1475.8368753623424,2024_CORRECTIF,MEDIUM_INFERRED,BS1
B6514T0031,CENTRIFUGEUSE DISCONTINUE MCR2 1S017,2024-02-09,,2024-03-05,PREV,,,,,,238.0,2024_PREVENTIF,MEDIUM_INFERRED,BBS
B7214T0008,SOUFFLEUSE SBO 20 SIDEL,2024-02-09,,2024-02-09,CORR,,,,,,326.865,2024_CORRECTIF,MEDIUM_INFERRED,LLK
B7216T0013,REMPLISSEUSE Combi SF SELECT BV 140/15C SIDEL FILLING/BOUCHEUSE TOURELLE  T15 / 540 ZALKIN,2024-02-09,,2024-02-10,CORR,,,,,,374329.1850641454,2024_CORRECTIF,MEDIUM_INFERRED,LLK
B7272T0015,FARDELEUSE TSM 4 SDI CERMEX-OC,2024-02-09,,2024-02-09,CORR,,,,,,294.8,2024_CORRECTIF,MEDIUM_INFERRED,LLK
B7274T0001,POSEUSE DE POIGNEE M.E.T.E TWIN PACKS,2024-02-09,,2024-02-09,CORR,,,,,,3128.8863037330743,2024_CORRECTIF,MEDIUM_INFERRED,LLK
B7286T0022,BANDEROLEUSE AVEC COURONNE TOURNANTE GENESIS FUTURA L2,2024-02-09,,2024-02-09,CORR,,,,,,1586.6666666666665,2024_CORRECTIF,MEDIUM_INFERRED,LLK
B7720T2000,PALANS,2024-02-09,,2024-02-27,CORR,,,,,,3364.08,2024_CORRECTIF,MEDIUM_INFERRED,BS1
B8638T8002,CHILLER GREENBOX N°02,2024-02-09,,2024-02-09,CORR,,,,,,449.2097733,2024_CORRECTIF,MEDIUM_INFERRED,ELKS_DM_UT
BBS-SALLE-MCC,SALLE MCC UNITE SUCRE ROUX,2024-02-09,,2024-03-05,PREV,,,,,,280.34,2024_PREVENTIF,MEDIUM_INFERRED,BBS
BBS-SALLE-TGBT,SALLE TGBT UNITE SUCRE ROUX,2024-02-09,,2024-03-05,PREV,,,,,,74009.76,2024_PREVENTIF,MEDIUM_INFERRED,BBS
B3972E5099-J01,POSTE MT-BT1,2024-02-10,,2024-02-10,CORR,,,,,,374.34147775,2024_CORRECTIF,MEDIUM_INFERRED,ELKS_DM_UT
B6335T0006,FONDOIR M160E,2024-02-10,,2024-02-10,CORR,,,,,,453.5570855409748,2024_CORRECTIF,MEDIUM_INFERRED,BS1
B6514T0032,CENTRIFUGEUSE DISCONTINUE MCR2 1S018,2024-02-10,,2024-03-05,PREV,,,,,,280.0,2024_PREVENTIF,MEDIUM_INFERRED,BBS
B6566T0020,APPAREIL A CUIRE LSR2,2024-02-10,,2024-02-10,CORR,,,,,,769.9,2024_CORRECTIF,MEDIUM_INFERRED,BBS
B7214T0007,SOUFFLEUSE SBO 20 SIDEL,2024-02-10,,2024-02-11,CORR,,,,,,13903.83,2024_CORRECTIF,MEDIUM_INFERRED,LLK
B7214T0007,SOUFFLEUSE SBO 20 SIDEL,2024-02-10,,2024-02-11,CORR,,,,,,3969.075,2024_CORRECTIF,MEDIUM_INFERRED,LLK
B7214T0008,SOUFFLEUSE SBO 20 SIDEL,2024-02-10,,2024-02-10,CORR,,,,,,1053.0,2024_CORRECTIF,MEDIUM_INFERRED,LLK
B7214T0010,SOUFFLEUSE SBO 20 SIDEL,2024-02-10,,2024-02-10,CORR,,,,,,0.0,2024_CORRECTIF,MEDIUM_INFERRED,LLK
B7214T0010,SOUFFLEUSE SBO 20 SIDEL,2024-02-10,,2024-02-10,CORR,,,,,,326.66666666666663,2024_CORRECTIF,MEDIUM_INFERRED,LLK
B7214T0010,SOUFFLEUSE SBO 20 SIDEL,2024-02-10,,2024-02-10,CORR,,,,,,949.5,2024_CORRECTIF,MEDIUM_INFERRED,LLK
B7214T0010,SOUFFLEUSE SBO 20 SIDEL,2024-02-10,,2024-02-10,CORR,,,,,,1282.5,2024_CORRECTIF,MEDIUM_INFERRED,LLK
B7222T8003,ROBOT DE CONDIT - ENCAISSEUSE -,2024-02-10,,2024-05-02,PREV,,,,,,0.0,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP1
B3623R0015-B003,GROUPES ELECTRO-POMPES P46201A,2024-02-11,,2024-02-11,PREV,,,,,,0.0,2024_PREVENTIF,MEDIUM_INFERRED,BS2
B3668T0201,"Compresseur 40Bars SIAD ""B"" TEMPO 1850 KC 10656 / 10B",2024-02-11,,2024-02-11,PREV,,,,,,519.6125,2024_PREVENTIF,MEDIUM_INFERRED,BCH
B3668T0201,"Compresseur 40Bars SIAD ""B"" TEMPO 1850 KC 10656 / 10B",2024-02-11,,2024-02-11,PREV,,,,,,1247.07,2024_PREVENTIF,MEDIUM_INFERRED,BCH
B3668T8005,COMPRESSEUR N°02,2024-02-11,,2024-02-11,CORR,,,,,,134.76293199,2024_CORRECTIF,MEDIUM_INFERRED,ELKS_DM_UT
B3669T0008,COMPRESSEUR  A VIS D'AIR A983.2N,2024-02-11,,2024-02-11,CORR,,,,,,31516.379912973927,2024_CORRECTIF,MEDIUM_INFERRED,BS2
B6514T0031,CENTRIFUGEUSE DISCONTINUE MCR2 1S017,2024-02-11,,2024-02-11,PREV,,,,,,280.0,2024_PREVENTIF,MEDIUM_INFERRED,BBS
B6514T0031,CENTRIFUGEUSE DISCONTINUE MCR2 1S017,2024-02-11,,2024-02-11,PREV,,,,,,250.2,2024_PREVENTIF,MEDIUM_INFERRED,BBS
B6514T0031,CENTRIFUGEUSE DISCONTINUE MCR2 1S017,2024-02-11,,2024-02-11,PREV,,,,,,420.0,2024_PREVENTIF,MEDIUM_INFERRED,BBS
B6514T0032,CENTRIFUGEUSE DISCONTINUE MCR2 1S018,2024-02-11,,2024-02-11,PREV,,,,,,303.3333333333333,2024_PREVENTIF,MEDIUM_INFERRED,BBS
B6514T0032,CENTRIFUGEUSE DISCONTINUE MCR2 1S018,2024-02-11,,2024-02-11,PREV,,,,,,233.33333333333331,2024_PREVENTIF,MEDIUM_INFERRED,BBS
B6514T0032,CENTRIFUGEUSE DISCONTINUE MCR2 1S018,2024-02-11,,2024-02-11,PREV,,,,,,396.66666666666663,2024_PREVENTIF,MEDIUM_INFERRED,BBS
B6531T0010,FILTRE EXOFALC S313N,2024-02-11,,2024-02-11,PREV,,,,,,684850.3742520583,2024_PREVENTIF,MEDIUM_INFERRED,BS2
B7214T0008,SOUFFLEUSE SBO 20 SIDEL,2024-02-11,,2024-02-13,CORR,,,,,,2118.0,2024_CORRECTIF,MEDIUM_INFERRED,LLK
B7214T0008,SOUFFLEUSE SBO 20 SIDEL,2024-02-11,,2024-02-11,CORR,,,,,,141.2,2024_CORRECTIF,MEDIUM_INFERRED,LLK
B7214T0008,SOUFFLEUSE SBO 20 SIDEL,2024-02-11,,2024-02-11,CORR,,,,,,0.0,2024_CORRECTIF,MEDIUM_INFERRED,LLK
B7214T0010,SOUFFLEUSE SBO 20 SIDEL,2024-02-11,,2024-02-17,CORR,,,,,,245.78,2024_CORRECTIF,MEDIUM_INFERRED,LLK
B7214T8001,SOUFFLEUSE SBO 20 5767,2024-02-11,,2024-04-29,PREV,,,,,,219.1528587,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP1
B7252T0031,CONTRÔLE ETIQUETTES FT SYSTEM,2024-02-11,,2024-02-15,PREV,,,,,,146.1019058,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP1
B7284T0026,PALETTISEUR P432-SCARA (P432-20) CERMEX,2024-02-11,,2024-02-11,CORR,,,,,,57.25,2024_CORRECTIF,MEDIUM_INFERRED,LLK
B7286T0024,BANDEROLEUSE ATLANTA,2024-02-11,,2024-02-15,PREV,,,,,,146.1019058,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP2
B7752T0057,TRANSPORTEUR A BANDE        TB1B,2024-02-11,,2024-02-11,CORR,,,,,,0.0,2024_CORRECTIF,MEDIUM_INFERRED,BSL
B7752T0063-BS2,TRANSPORTEUR A BANDE A1001A,2024-02-11,,2024-02-11,PREV,,,,,,117.735,2024_PREVENTIF,MEDIUM_INFERRED,BS1
B7752T0063-BS2,TRANSPORTEUR A BANDE A1001A,2024-02-11,,2024-02-11,PREV,,,,,,117.735,2024_PREVENTIF,MEDIUM_INFERRED,BS1
B7752T0127-B001,TRANSPORTEUR A BANDE TBRS1,2024-02-11,,2024-02-11,PREV,,,,,,0.0,2024_PREVENTIF,MEDIUM_INFERRED,BSC
B7752T0127-B001,TRANSPORTEUR A BANDE TBRS1,2024-02-11,,2024-02-11,PREV,,,,,,0.0,2024_PREVENTIF,MEDIUM_INFERRED,BSC
B8744T8001,POSTE DE DETENTE GAZ,2024-02-11,,2024-02-11,CORR,,,,,,45000.0,2024_CORRECTIF,MEDIUM_INFERRED,ELKS_DM_UT
B9305T0002,ATELIER,2024-02-11,,2024-02-11,CORR,,,,,,1758.7131955846112,2024_CORRECTIF,MEDIUM_INFERRED,LLK
BBS-SALLE-MCC,SALLE MCC UNITE SUCRE ROUX,2024-02-11,,2024-02-11,PREV,,,,,,560.68,2024_PREVENTIF,MEDIUM_INFERRED,BBS
BBS-SALLE-MCC,SALLE MCC UNITE SUCRE ROUX,2024-02-11,,2024-02-11,PREV,,,,,,280.34,2024_PREVENTIF,MEDIUM_INFERRED,BBS
BBS-SALLE-MCC,SALLE MCC UNITE SUCRE ROUX,2024-02-11,,2024-02-11,PREV,,,,,,280.34,2024_PREVENTIF,MEDIUM_INFERRED,BBS
BBS-SALLE-MCC,SALLE MCC UNITE SUCRE ROUX,2024-02-11,,2024-02-11,PREV,,,,,,280.0,2024_PREVENTIF,MEDIUM_INFERRED,BBS
BBS-SALLE-TGBT,SALLE TGBT UNITE SUCRE ROUX,2024-02-11,,2024-02-11,PREV,,,,,,560.0,2024_PREVENTIF,MEDIUM_INFERRED,BBS
BBS-SALLE-TGBT,SALLE TGBT UNITE SUCRE ROUX,2024-02-11,,2024-02-11,PREV,,,,,,93.44666666666666,2024_PREVENTIF,MEDIUM_INFERRED,BBS
BBS-SALLE-TGBT,SALLE TGBT UNITE SUCRE ROUX,2024-02-11,,2024-02-11,PREV,,,,,,75540.71168149417,2024_PREVENTIF,MEDIUM_INFERRED,BBS
UPL-B7759T-003,Convoyeur Poigné BX,2024-02-11,,2024-02-11,CORR,,,,,,18638.4896,2024_CORRECTIF,MEDIUM_INFERRED,UPL_TO1
B3529T0006,UPPR L3,2024-02-12,,2024-02-12,CORR,,,,,,0.0,2024_CORRECTIF,MEDIUM_INFERRED,BMA
B3668T0202,"Compresseur 40Bars SIAD ""C""  TEMPO 1850    KC 10656 / 10C",2024-02-12,,2024-02-12,PREV,,,,,,64574.54956503728,2024_PREVENTIF,MEDIUM_INFERRED,BCH
B3972E5099-J02,POSTE MT 2,2024-02-12,,2024-02-12,CORR,,,,,,0.0,2024_CORRECTIF,MEDIUM_INFERRED,ELKS_DM_UT
B6210T8001,RAFFINEUSE COMPLETE 60T,2024-02-12,,2024-03-06,PREV,,,,,,457.24,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP1
B6244T8001,BOULE DE CUISSON 1,2024-02-12,,2024-03-06,PREV,,,,,,0.0,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP1
B6244T8002,BOULE DE CUISSON 2,2024-02-12,,2024-03-06,PREV,,,,,,0.0,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP1
B6574T0001,SECHEUR LINADRY,2024-02-12,,2024-04-29,PREV,,,,,,19.051666666666662,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP2
B7214T0010,SOUFFLEUSE SBO 20 SIDEL,2024-02-12,,2024-02-12,CORR,,,,,,810.0,2024_CORRECTIF,MEDIUM_INFERRED,LLK
B7214T0010,SOUFFLEUSE SBO 20 SIDEL,2024-02-12,,2024-02-12,CORR,,,,,,456.67,2024_CORRECTIF,MEDIUM_INFERRED,LLK
B7214T0010,SOUFFLEUSE SBO 20 SIDEL,2024-02-12,,2024-02-12,CORR,,,,,,482.452,2024_CORRECTIF,MEDIUM_INFERRED,LLK
B7214T8001,SOUFFLEUSE SBO 20 5767,2024-02-12,,2024-02-15,PREV,,,,,,146.1019058,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP1
B7216T0012,REMPLISSEUSE Combi SF SELECT GL 90/15C SIDEL FILLING/BOUCHEUSE TOURELLE  T15 / 540 ZALKIN,2024-02-12,,2024-02-12,CORR,,,,,,140.17,2024_CORRECTIF,MEDIUM_INFERRED,LLK
B7216T0014,MONOBLOC DE REMPLISSAGE/BOUCHAGE,2024-02-12,,2024-02-12,PREV,,,,,,0.0,2024_PREVENTIF,MEDIUM_INFERRED,BCH
B7216T8002,REMPLISSEUSE SF SELECT 140/15C,2024-02-12,,2024-02-15,PREV,,,,,,146.1019058,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP1
B7228T0076,LIGNE DE PREPARATION JUS,2024-02-12,,2024-05-13,PREV,,,,,,0.0,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP1
B7272T0016,FARDELEUSE TSM 4 SDI CERMEX-OC,2024-02-12,,2024-02-12,CORR,,,,,,809.2324376119167,2024_CORRECTIF,MEDIUM_INFERRED,LLK
B7272T8000,FARDELEUSE TSM 4 SDI,2024-02-12,,2024-02-15,PREV,,,,,,146.1019058,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP1
B7284T0026,PALETTISEUR P432-SCARA (P432-20) CERMEX,2024-02-12,,2024-02-12,CORR,,,,,,115421.34845843584,2024_CORRECTIF,MEDIUM_INFERRED,LLK
B7284T0026,PALETTISEUR P432-SCARA (P432-20) CERMEX,2024-02-12,,2024-02-12,CORR,,,,,,76.33333333333333,2024_CORRECTIF,MEDIUM_INFERRED,LLK
B7286T0019,BANDEROLEUSE AVEC COURONNE TOURNANTE GENESIS FUTURA L1,2024-02-12,,2024-02-12,CORR,,,,,,57.25,2024_CORRECTIF,MEDIUM_INFERRED,LLK
B7286T0031,BANDEROLEUSE A TABLE TOURNANTE AVEC ETIRAGE FILM,2024-02-12,,2024-02-12,CORR,,,,,,0.0,2024_CORRECTIF,MEDIUM_INFERRED,LLK
B7759T8004,CONVOYEURS,2024-02-12,,2024-02-22,PREV,,,,,,618.8271312666666,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP1
B8638T0058,Groupe de production eau glacée FLASH-PASTO,2024-02-12,,2024-02-12,CORR,,,,,,8265.272127962106,2024_CORRECTIF,MEDIUM_INFERRED,ELKS_DM_UT
B8638T8004,CHILLER GREENBOX N°04,2024-02-12,,2024-02-14,CORR,,,,,,16603.720156184856,2024_CORRECTIF,MEDIUM_INFERRED,ELKS_DM_UT
B8638T8004,CHILLER GREENBOX N°04,2024-02-12,,2024-02-15,CORR,,,,,,0.0,2024_CORRECTIF,MEDIUM_INFERRED,ELKS_DM_UT
B8780R0034,CUVE DE PREPARATION DE POLY-ELECTROLYT-T09(STATION EPURATION),2024-02-12,,2024-02-12,CORR,,,,,,0.0,2024_CORRECTIF,MEDIUM_INFERRED,BRH
BATIMENT-RAFF HUILE,BATIMENTS RAFFINERIE D HUILE,2024-02-12,,2024-02-12,CORR,,,,,,0.0,2024_CORRECTIF,MEDIUM_INFERRED,BRH
BHS_ENS_RAI,Ensemble Réseau Anti Incident,2024-02-12,,2024-02-12,CORR,,,,,,576.8,2024_CORRECTIF,MEDIUM_INFERRED,BHS
BLS-T605,BAC DE STOCKAGE SUCRE LIQUIDE FINI T605,2024-02-12,,2024-02-12,PREV,,,,,,0.0,2024_PREVENTIF,MEDIUM_INFERRED,BLS
BS1_P930B_HMI,Pupitre Opérateur : Compresseur  P930B,2024-02-12,,2024-02-12,CORR,,,,,,112904.87427092112,2024_CORRECTIF,MEDIUM_INFERRED,BS1
ELKS_UAP1-N-BS-PR,Nouvelle siroperie,2024-02-12,,2024-02-12,CORR,,,,,,2981.253081217208,2024_CORRECTIF,MEDIUM_INFERRED,ELKS_UAP1
B3669T0029,CENTRALE DE PRODUCTION D'AIR COMPRIMEE N°01 ZD3500VSD,2024-02-13,,2024-02-13,PREV,,,,,,13245.445048042013,2024_PREVENTIF,MEDIUM_INFERRED,BCH
B3669T0029,CENTRALE DE PRODUCTION D'AIR COMPRIMEE N°01 ZD3500VSD,2024-02-13,,2024-02-13,PREV,,,,,,1073.9843672808147,2024_PREVENTIF,MEDIUM_INFERRED,BCH
B3972E5099-J01,POSTE MT-BT1,2024-02-13,,2024-02-13,CORR,,,,,,0.0,2024_CORRECTIF,MEDIUM_INFERRED,ELKS_DM_UT
B6001T0017,PRESSE D'INJECTION PREFORMES 03 HYPET 400,2024-02-13,,2024-02-13,PREV,,,,,,0.0,2024_PREVENTIF,MEDIUM_INFERRED,UPL_S
B6001T0017,PRESSE D'INJECTION PREFORMES 03 HYPET 400,2024-02-13,,2024-02-13,PREV,,,,,,980.8218378790189,2024_PREVENTIF,MEDIUM_INFERRED,UPL_S
B7202T8002,DECAISSEUSE,2024-02-13,,2024-02-15,PREV,,,,,,146.1019058,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP1
B7210T8004,LAVEUSE BOUTEILLES(SDA),2024-02-13,,2024-02-15,PREV,,,,,,73.0509529,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP1
B7210T8005,LAVEUSE CASIERS BOUTEILLES KRONES,2024-02-13,,2024-02-15,PREV,,,,,,219.1528587,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP1
B7214T0008,SOUFFLEUSE SBO 20 SIDEL,2024-02-13,,2024-02-13,CORR,,,,,,70.0,2024_CORRECTIF,MEDIUM_INFERRED,LLK
B7214T0010,SOUFFLEUSE SBO 20 SIDEL,2024-02-13,,2024-02-13,CORR,,,,,,191295.32701348784,2024_CORRECTIF,MEDIUM_INFERRED,LLK
B7214T0010,SOUFFLEUSE SBO 20 SIDEL,2024-02-13,,2024-02-13,CORR,,,,,,327.06333333333333,2024_CORRECTIF,MEDIUM_INFERRED,LLK
B7216T0012,REMPLISSEUSE Combi SF SELECT GL 90/15C SIDEL FILLING/BOUCHEUSE TOURELLE  T15 / 540 ZALKIN,2024-02-13,,2024-02-13,CORR,,,,,,70.0,2024_CORRECTIF,MEDIUM_INFERRED,LLK
B7216T0012,REMPLISSEUSE Combi SF SELECT GL 90/15C SIDEL FILLING/BOUCHEUSE TOURELLE  T15 / 540 ZALKIN,2024-02-13,,2024-02-13,CORR,,,,,,186.66666666666663,2024_CORRECTIF,MEDIUM_INFERRED,LLK
B7216T0013,REMPLISSEUSE Combi SF SELECT BV 140/15C SIDEL FILLING/BOUCHEUSE TOURELLE  T15 / 540 ZALKIN,2024-02-13,,2024-02-13,CORR,,,,,,102.66666666666666,2024_CORRECTIF,MEDIUM_INFERRED,LLK
B7220T8001,MONOBLOC,2024-02-13,,2024-02-15,PREV,,,,,,146.1019058,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP1
B7222T8003,ROBOT DE CONDIT - ENCAISSEUSE -,2024-02-13,,2024-02-15,PREV,,,,,,146.1019058,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP1
B7252T0021,ETIQUETEUSE OPERA 300 SACMI,2024-02-13,,2024-02-13,CORR,,,,,,6596.6907994404655,2024_CORRECTIF,MEDIUM_INFERRED,LLK
B7252T8003,ETIQUETEUSE DE BOUTEILLES  25 CL,2024-02-13,,2024-02-15,PREV,,,,,,146.1019058,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP1
B7260T8001,PASTEURISATEUR REFROIDI À TUNNEL(SDA),2024-02-13,,2024-02-15,PREV,,,,,,146.1019058,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP1
B7272T0017,FARDELEUSE L3,2024-02-13,,2024-02-13,CORR,,,,,,514.395,2024_CORRECTIF,MEDIUM_INFERRED,LLK
B7272T0029,FARDELEUSE OCME VEGA HT 60/2,2024-02-13,,2024-02-13,PREV,,,,,,142453.5569226093,2024_PREVENTIF,MEDIUM_INFERRED,BCH
B7290T8001,HOUSSEUSE COMBI PAL 2000,2024-02-13,,2024-02-15,PREV,,,,,,146.1019058,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP1
B7688R2000,CLIMATISATIONS,2024-02-13,,2024-02-13,CORR,,,,,,2479.9166666666665,2024_CORRECTIF,MEDIUM_INFERRED,BS1
B7688R2000,CLIMATISATIONS,2024-02-13,,2024-02-13,CORR,,,,,,125137.59237850735,2024_CORRECTIF,MEDIUM_INFERRED,BS1
B7759T0020,CONVOYEUR MECANIQUE  GEBO,2024-02-13,,2024-02-14,CORR,,,,,,2294.5,2024_CORRECTIF,MEDIUM_INFERRED,LLK
B7759T0023,CONVOYEURS BOCALES,2024-02-13,,2024-04-29,PREV,,,,,,19.051666666666662,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP2
B7759T8002,CONVOYEURS MECANIQUE GEBO,2024-02-13,,2024-02-15,PREV,,,,,,146.1019058,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP1
B8636T8004,TOUR DE REFROIDISSEMENT RB,2024-02-13,,2024-05-13,PREV,,,,,,219.1528587,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP1
B8638T8004,CHILLER GREENBOX N°04,2024-02-13,,2024-02-14,CORR,,,,,,334.543876,2024_CORRECTIF,MEDIUM_INFERRED,ELKS_DM_UT
B9305T0002,ATELIER,2024-02-13,,2024-02-13,CORR,,,,,,8868.591805257256,2024_CORRECTIF,MEDIUM_INFERRED,LLK
BEC-ADM-ETAG1_FRD,EQUIPEMENTS FROID ET CLIMATISATION 1ER ETAGE,2024-02-13,,2024-03-03,CORR,,,,,,4115.16,2024_CORRECTIF,MEDIUM_INFERRED,BEC
BEC-CHANTIER,CHANTIER,2024-02-13,,2024-02-14,CORR,,,,,,280.34,2024_CORRECTIF,MEDIUM_INFERRED,BEC
ELKS_ADM,BLOC ADM,2024-02-13,,2024-02-13,CORR,,,,,,175028.0,2024_CORRECTIF,MEDIUM_INFERRED,ELKS
ELKS_UAP1-N-BS-PR,Nouvelle siroperie,2024-02-13,,2024-02-13,CORR,,,,,,3347.4044751675765,2024_CORRECTIF,MEDIUM_INFERRED,ELKS_UAP1
B3623R0068-B002,GROUPES ELECTRO-POMPES P45301.2N,2024-02-14,,2024-02-14,CORR,,,,,,0.0,2024_CORRECTIF,MEDIUM_INFERRED,BS2
B3668T0200,"Compresseur 40Bar SIAD ""A""  TEMPO 1850   KC 10656 / 10A",2024-02-14,,2024-02-14,PREV,,,,,,1247.07,2024_PREVENTIF,MEDIUM_INFERRED,BCH
B3668T8005,COMPRESSEUR N°02,2024-02-14,,2024-02-14,CORR,,,,,,112.302443325,2024_CORRECTIF,MEDIUM_INFERRED,ELKS_DM_UT
B3670T0003-BS1,COMPRESSEUR D'AIR PROCESS P930A,2024-02-14,,2024-02-14,CORR,,,,,,112288.49700852299,2024_CORRECTIF,MEDIUM_INFERRED,BS1
B6005T0003,LIGNE INJECTION PLASTIQUE  HYELECT H500,2024-02-14,,2024-02-14,CORR,,,,,,461471.9598442788,2024_CORRECTIF,MEDIUM_INFERRED,UPL_S
B6210T8001,RAFFINEUSE COMPLETE 60T,2024-02-14,,2024-02-15,PREV,,,,,,146.1019058,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP1
B6244T8001,BOULE DE CUISSON 1,2024-02-14,,2024-02-15,PREV,,,,,,146.1019058,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP1
B6244T8002,BOULE DE CUISSON 2,2024-02-14,,2024-02-15,PREV,,,,,,146.1019058,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP1
B7214T0007,SOUFFLEUSE SBO 20 SIDEL,2024-02-14,,2024-02-15,CORR,,,,,,297629.09665466903,2024_CORRECTIF,MEDIUM_INFERRED,LLK
B7214T0007,SOUFFLEUSE SBO 20 SIDEL,2024-02-14,,2024-02-15,CORR,,,,,,6707.066574786792,2024_CORRECTIF,MEDIUM_INFERRED,LLK
B7214T0008,SOUFFLEUSE SBO 20 SIDEL,2024-02-14,,2024-02-14,CORR,,,,,,280.0,2024_CORRECTIF,MEDIUM_INFERRED,LLK
B7214T0008,SOUFFLEUSE SBO 20 SIDEL,2024-02-14,,2024-02-14,CORR,,,,,,0.0,2024_CORRECTIF,MEDIUM_INFERRED,LLK
B7214T0008,SOUFFLEUSE SBO 20 SIDEL,2024-02-14,,2024-02-14,CORR,,,,,,5365.188,2024_CORRECTIF,MEDIUM_INFERRED,LLK
B7214T0008,SOUFFLEUSE SBO 20 SIDEL,2024-02-14,,2024-02-15,CORR,,,,,,35443.47182709984,2024_CORRECTIF,MEDIUM_INFERRED,LLK
B7214T0008,SOUFFLEUSE SBO 20 SIDEL,2024-02-14,,2024-02-15,CORR,,,,,,5330.416666666666,2024_CORRECTIF,MEDIUM_INFERRED,LLK
B7216T0013,REMPLISSEUSE Combi SF SELECT BV 140/15C SIDEL FILLING/BOUCHEUSE TOURELLE  T15 / 540 ZALKIN,2024-02-14,,2024-02-15,CORR,,,,,,353.0,2024_CORRECTIF,MEDIUM_INFERRED,LLK
B7216T0013,REMPLISSEUSE Combi SF SELECT BV 140/15C SIDEL FILLING/BOUCHEUSE TOURELLE  T15 / 540 ZALKIN,2024-02-14,,2024-02-14,CORR,,,,,,116.66666666666666,2024_CORRECTIF,MEDIUM_INFERRED,LLK
B7274T0001,POSEUSE DE POIGNEE M.E.T.E TWIN PACKS,2024-02-14,,2024-02-15,CORR,,,,,,810.0,2024_CORRECTIF,MEDIUM_INFERRED,LLK
B7284T0026,PALETTISEUR P432-SCARA (P432-20) CERMEX,2024-02-14,,2024-02-15,CORR,,,,,,95.41666666666666,2024_CORRECTIF,MEDIUM_INFERRED,LLK
B7286T0019,BANDEROLEUSE AVEC COURONNE TOURNANTE GENESIS FUTURA L1,2024-02-14,,2024-02-15,CORR,,,,,,687.0,2024_CORRECTIF,MEDIUM_INFERRED,LLK
B7290T8001,HOUSSEUSE COMBI PAL 2000,2024-02-14,,2024-05-02,PREV,,,,,,0.0,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP1
B7759T0019,CONVOYEUR MECANIQUE  GEBO,2024-02-14,,2024-02-14,CORR,,,,,,2971.5966666666664,2024_CORRECTIF,MEDIUM_INFERRED,LLK
B8638T8004,CHILLER GREENBOX N°04,2024-02-14,,2024-02-14,CORR,,,,,,411.775625525,2024_CORRECTIF,MEDIUM_INFERRED,ELKS_DM_UT
BEC-ADM-REZ_ELEC,INSTALLATIONS ELECTRIQUE REZ DE CHAUSEE R+2,2024-02-14,,2024-02-14,CORR,,,,,,2570.99,2024_CORRECTIF,MEDIUM_INFERRED,BEC
BS1-LUB,LUBRIFICATION ET GRAISSAGE BS1,2024-02-14,,2024-02-15,PREV,,,,,,285.9,2024_PREVENTIF,MEDIUM_INFERRED,BS1
DATA-CENTER-ELEC,INSTALLATIONS ELECTRIQUE DATA-CENTER,2024-02-14,,2024-02-16,CORR,,,,,,0.0,2024_CORRECTIF,MEDIUM_INFERRED,BEC
ELKS_UAP1-N-BS-PR,Nouvelle siroperie,2024-02-14,,2024-02-14,CORR,,,,,,896.7188781241338,2024_CORRECTIF,MEDIUM_INFERRED,ELKS_UAP1
